nome,classe,bolsa_fonte,tipo_de_ativo,ativo_cancelado,codigo,fechamento_31dez16,fechamento_31dez17,fechamento_31dez18,fechamento_31dez19,fechamento_31dez20,fechamento_31dez21,fechamento_31dez22,valor_mercado_da_empresa_31dez17,valor_mercado_da_empresa_31dez18,valor_mercado_da_empresa_31dez19,valor_mercado_da_empresa_31dez20,valor_mercado_da_empresa_31dez21,valor_mercado_da_empresa_31dez22,patrim_liq_dez_2017,patrim_liq_dez_2018,patrim_liq_dez_2019,patrim_liq_dez_2020,patrim_liq_dez_2021,patrim_liq_dez_2022
Ceb,PNB,Bovespa,Ação,ativo,CEBR6,1.8652742997,2.0274720649,NA,4.3871230054,12.29746933,12.016267201,10.11,365727.2331,511781.5965,793210.10841,1965741.198,1132611.0458,738777.69275,632979,587113,783986,678769,829002,977096
Cedro,ON,Bovespa,Ação,ativo,CEDO3,NA,11,NA,9,11.54,7.19,6.35,92055.69472,60000,88626.27328,90028.98464,62498.55776,52724.83104,141578,190187,172634,131148,132680,114730
Cedro,PN,Bovespa,Ação,ativo,CEDO4,2.85,6.82,6,8.68,5.63,5,3.84,92055.69472,60000,88626.27328,90028.98464,62498.55776,52724.83104,141578,190187,172634,131148,132680,114730
Ceee-D,ON,Bovespa,Ação,ativo,CEED3,29.49,29.99,NA,100,58,48,38,290325.57254,367868.348,968074.6,563697.457,3276236.64,2593195.298,-1240478,-2352441,-3754557,-5742894,-2657840,-2744657
Ceee-D,PN,Bovespa,Ação,ativo,CEED4,NA,NA,38,100,71.5,NA,35,290325.57254,367868.348,968074.6,563697.457,3276236.64,2593195.298,-1240478,-2352441,-3754557,-5742894,-2657840,-2744657
Ceee-G,ON,Bovespa,Ação,ativo,CGEE3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916451,904911
Ceee-G,PN,Bovespa,Ação,ativo,CGEE4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916451,904911
Ceee-T,ON,Bovespa,Ação,ativo,EEEL3,27.336600633,64.160663674,89.286549215,181.20175544,243.28175327,NA,NA,1597323.09,2035006.835,3883779.38,4994340.2607,NA,NA,2324299,2372580,2432740,2537678,2022254,1764824
Ceee-T,PN,Bovespa,Ação,ativo,EEEL4,25.339316206,NA,101.89570705,229.8407351,293.20170482,NA,NA,1597323.09,2035006.835,3883779.38,4994340.2607,NA,NA,2324299,2372580,2432740,2537678,2022254,1764824
Ceg,ON,Bovespa,Ação,ativo,CEGR3,NA,NA,29.616046224,44.512930883,57.21206013,57.534310936,NA,NA,8568054,12177022.2,14845920,14351056,NA,1343913,1293337,913036,1194109,1020780,1152259
Celesc,ON,Bovespa,Ação,ativo,CLSC3,NA,22.826857666,35.470970682,37.606579103,48.713238271,54.264149149,48.97474585,1090302.4,1863446.28,1880069.5291,2154346.2225,2507697.76,2036120.9387,1842238,1800856,1407124,1984642,2621369,2883176
Celesc,PN,Bovespa,Ação,ativo,CLSC4,11.743601133,20.028419806,37.496393896,39.610905593,45.237371803,60.660614687,53.253346598,1090302.4,1863446.28,1880069.5291,2154346.2225,2507697.76,2036120.9387,1842238,1800856,1407124,1984642,2621369,2883176
Celgpar,ON,Bovespa,Ação,ativo,GPAR3,4.3698378768,NA,NA,NA,13.831734897,NA,45,NA,NA,NA,2143020,NA,3506760,-1776260,-1714752,-1659958,1418781,1586841,617558
Cemepe,ON,Bovespa,Ação,ativo,MAPT3,NA,NA,NA,NA,50.01,NA,NA,3216.1325,NA,29854.89855,45020.41455,24810.165,NA,-5238,-5414,-5577,-5747,-5925,-6093
Cemepe,PN,Bovespa,Ação,ativo,MAPT4,NA,3.5,NA,32.49,48,27,NA,3216.1325,NA,29854.89855,45020.41455,24810.165,NA,-5238,-5414,-5577,-5747,-5925,-6093
Cemig,ON,Bovespa,Ação,ativo,CMIG3,3.8949833264,3.243236848,7.7116695406,8.355743853,9.4099059773,12.90825308,15.956256242,8450838.57,20781035.64,20986159.09,22605151.114,25253701.38,28200446.98,14325986,14578719,15886615,17472666,19456411,21777356
Cemig,PN,Bovespa,Ação,ativo,CMIG4,3.2319617302,3.0517998412,6.6150846527,6.9321141771,7.8410001511,8.758493244,10.942790251,8450838.57,20781035.64,20986159.09,22605151.114,25253701.38,28200446.98,14325986,14578719,15886615,17472666,19456411,21777356
Cielo,ON,Bovespa,Ação,ativo,CIEL3,16.682078731,17.498137123,7.323410623,7.2797309653,3.5438964527,2.1644529967,5.24,63837354.04,24129536.935,22648362.106,10828615.076,6160235.6996,14118470.608,11701352,11204092,11392618,10943248,10098339,10950834
Cims,ON,Bovespa,Ação,ativo,CMSA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.248,16.018,52.183,24.853,35.15,72.445
Cims,PN,Bovespa,Ação,ativo,CMSA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.248,16.018,52.183,24.853,35.15,72.445
Cinesystem,ON,Bovespa,Ação,ativo,CNSY3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32093,40881,43581,-1047,-28997,-35963
Clearsale,ON,Bovespa,Ação,ativo,CLSA3,NA,NA,NA,NA,NA,9,5.63,NA,NA,NA,NA,1691334.54,1058023.7178,NA,NA,33066,13894,777297,745253
Coelba,ON,Bovespa,Ação,ativo,CEEB3,13.103132362,14.145163878,16.053308148,27.659289699,31.15408811,27.044550191,38.013347128,4875839,6971727,10442386.501,11665138.172,8780216,10165636.41,3165688,5205001,5219274,6109000,6176000,5911000
Coelba,PNA,Bovespa,Ação,ativo,CEEB5,13.509420816,NA,NA,26.726191705,31.310857275,NA,29.863808464,4875839,6971727,10442386.501,11665138.172,8780216,10165636.41,3165688,5205001,5219274,6109000,6176000,5911000
Coelba,PNB,Bovespa,Ação,ativo,CEEB6,NA,NA,NA,NA,NA,NA,NA,4875839,6971727,10442386.501,11665138.172,8780216,10165636.41,3165688,5205001,5219274,6109000,6176000,5911000
Coelce,ON,Bovespa,Ação,ativo,COCE3,NA,39.11068578,31.181875543,44.438148904,65.8107068,56.670422636,NA,3969363.2046,3256374.982,4358561.9864,5276973.9462,4562510.7066,3508159.7729,2582914,2862640,3114051,3230548,3486805,3956902
Coelce,PNA,Bovespa,Ação,ativo,COCE5,38.730602387,44.296045211,39.602629953,53.367716418,53.582303527,55.454941128,44.788128415,3969363.2046,3256374.982,4358561.9864,5276973.9462,4562510.7066,3508159.7729,2582914,2862640,3114051,3230548,3486805,3956902
Coelce,PNB,Bovespa,Ação,ativo,COCE6,NA,NA,NA,NA,NA,NA,NA,3969363.2046,3256374.982,4358561.9864,5276973.9462,4562510.7066,3508159.7729,2582914,2862640,3114051,3230548,3486805,3956902
Cogna ON,ON,Bovespa,Ação,ativo,COGN3,12.389282769,17.563374882,8.7660395437,11.43,4.63,2.46,2.12,30182572.167,14454600.687,18689585.895,8653320.9371,4609414.1957,3974347.8223,15207726,15902644,15832406,13209083,12726590,12176562
Comerc,ON,Bovespa,Ação,ativo,COMR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180180,1134843,3353063
Comgas,ON,Bovespa,Ação,ativo,CGAS3,20.708373714,33.99573815,41.139264864,112.85731432,143.65880187,132.47399167,126.82058918,7291691.2474,8080236.4299,18922505.187,23031999.828,19800805.846,17213347.401,2017083,2721324,519508,590052,1105217,1032753
Comgas,PNA,Bovespa,Ação,ativo,CGAS5,21.428019479,34.326707482,36.39470161,110.05444945,140.1408347,132.09166899,126.12874227,7291691.2474,8080236.4299,18922505.187,23031999.828,19800805.846,17213347.401,2017083,2721324,519508,590052,1105217,1032753
Compass Gas,ON,Bovespa,Ação,ativo,PASS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,-1614,3321195,6344647,6521263
Compass Gas,PNB,Bovespa,Ação,ativo,PASS6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,-1614,3321195,6344647,6521263
Conc Rio Ter,ON,Bovespa,Ação,ativo,CRTE3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160341,141083,137021,136490,146144,137266
Conc Rio Ter,PNA,Bovespa,Ação,ativo,CRTE5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160341,141083,137021,136490,146144,137266
Const A Lind,ON,Bovespa,Ação,ativo,CALI3,NA,NA,NA,NA,NA,NA,8.0170453057,NA,27912.64619,NA,18605.95,NA,30735.22046,24218,26025,1359,3302,9161,23651
Copasa,ON,Bovespa,Ação,ativo,CSMG3,7.391188067,9.2397292621,14.284967972,16.228916197,14.007860053,11.577107185,14.718771015,5484235.66,7777022.82,8593528.06,6218568.4,4819390.51,5949349.89,6244343,6226633,6743713,6456612,6759958,7254514
Copel,ON,Bovespa,Ação,ativo,CPLE3,1.1085072802,1.3449370073,2.0324800834,4.915001065,5.1794476088,5.3531973478,6.87,6047456.2493,8251398.3963,18905727.684,19791280.267,17095387.401,20597462.964,15207842,16032925,17252414,19959111,21837024,20817364
Copel,PNA,Bovespa,Ação,ativo,CPLE5,NA,NA,NA,NA,NA,34.713054863000004,23.12,6047456.2493,8251398.3963,18905727.684,19791280.267,17095387.401,20597462.964,15207842,16032925,17252414,19959111,21837024,20817364
Copel,PNB,Bovespa,Ação,ativo,CPLE6,1.5867392847,1.5502558122,2.0603986274,4.8754919977,5.5140300262,5.643994312,7.91,6047456.2493,8251398.3963,18905727.684,19791280.267,17095387.401,20597462.964,15207842,16032925,17252414,19959111,21837024,20817364
Copel,UNT,Bovespa,Ação,ativo,CPLE11,NA,NA,NA,NA,NA,28.007722496,38.49,6047456.2493,8251398.3963,18905727.684,19791280.267,17095387.401,20597462.964,15207842,16032925,17252414,19959111,21837024,20817364
Cor Ribeiro,ON,Bovespa,Ação,ativo,CORR3,NA,NA,NA,NA,NA,NA,NA,3357.185,NA,NA,NA,NA,NA,2671,-2863,-3965,1125,-777,6909
Cor Ribeiro,PN,Bovespa,Ação,ativo,CORR4,NA,1.6326897061,NA,NA,NA,NA,NA,3357.185,NA,NA,NA,NA,NA,2671,-2863,-3965,1125,-777,6909
Cosan,ON,Bovespa,Ação,ativo,CSAN3,8.2280620948,9.1810724451,7.6149193786,16.17900252,17.986599634,21.205105779,17.12,16861371.731,13133588.103,27191727.459,28963768.652,40530588.17,31956844.272,9446670,9928715,10553734,10847665,14740937,20653167
Cosern,ON,Bovespa,Ação,ativo,CSRN3,8.1731235777,10.994609875,10.580577537,12.389869652,11.67841633,12.207582632,20.314141946,3075754.2,2858566.14,3142983.8,2942360.18,2680163.34,3553511,852438,966768,1052224,1329000,1513000,1405000
Cosern,PNA,Bovespa,Ação,ativo,CSRN5,7.4776192624,NA,9.4578299582,NA,11.617523696,11.446457288,18.301063867,3075754.2,2858566.14,3142983.8,2942360.18,2680163.34,3553511,852438,966768,1052224,1329000,1513000,1405000
Cosern,PNB,Bovespa,Ação,ativo,CSRN6,7.3317819447,NA,NA,NA,11.181219691,12.882704055,NA,3075754.2,2858566.14,3142983.8,2942360.18,2680163.34,3553511,852438,966768,1052224,1329000,1513000,1405000
Coteminas,ON,Bovespa,Ação,ativo,CTNM3,3.32,6,8.08,11.21,12,9.39,4.71,187829.52,234160.48,324365.34,267461.23,192518.17,95464.4,825938,1028122,999012,833696,768566,NA
Coteminas,PN,Bovespa,Ação,ativo,CTNM4,3.66,6.24,7.28,10.07,6.01,3.7,1.79,187829.52,234160.48,324365.34,267461.23,192518.17,95464.4,825938,1028122,999012,833696,768566,NA
CPFL Energia,ON,Bovespa,Ação,ativo,CPFE3,18.34565183,14.203471861,21.417081009,26.82281128,25.976520809,24.423626937,33.2,19696650.335,29366840.422,40962645.342,37505882.022,30914986.625,38254847.408,8961528,10262749,12994381,13935777,15146202,16256599
Cr2,ON,Bovespa,Ação,ativo,CRDE3,16.118377013,17.039427128,11.484343621,20.378233795,27.7,16.6,16,71695.73176,48321.954345,85744.2162,67093.6381,40207.7398,38754.448,184271,167018,157677,107224,100242,92735
Cristal,ON,Bovespa,Ação,ativo,CRPG3,NA,11.199678834,22.191924865,23.679368975,28.52168595,69.115043865,NA,400524.25125,790959.88619,756561.33209,993688.78504,2086591.8446,833431.75076,450537,509054,577532,727710,876884,808891
Cristal,PNA,Bovespa,Ação,ativo,CRPG5,3.0776071228,8.3139914599,22.199553024,20.243970371,28.188871292,60.397931439,28.99,400524.25125,790959.88619,756561.33209,993688.78504,2086591.8446,833431.75076,450537,509054,577532,727710,876884,808891
Cristal,PNB,Bovespa,Ação,ativo,CRPG6,3.1940378801,8.2174060371,21.156765437,20.245100169,28.139660542,62.7601792,27.79,400524.25125,790959.88619,756561.33209,993688.78504,2086591.8446,833431.75076,450537,509054,577532,727710,876884,808891
Cruzeiro Edu,ON,Bovespa,Ação,ativo,CSED3,NA,NA,NA,NA,NA,7.4245020174,3.84,NA,NA,NA,NA,2940031.248,1444683.0336,385480,441406,510791,452004,1453788,1405394
Csn Mineracao,ON,Bovespa,Ação,ativo,CMIN3,NA,NA,NA,NA,NA,5.4519909181,4.08,NA,NA,NA,NA,36974553.768,22380182.459,9886645,10334510,9357537,10601697,13998289,11393427
Csu Digital,ON,Bovespa,Ação,ativo,CSUD3,3.8296306942,7.984027123,5.8295683022,10.733444315,13.522439911,12.014260904,11.858015492,406470.1,283130.77,503935.04,620334.81,537275.34,502993.8,223877,240835,257266,292275,342831,381846
Ctc S.A.,ON,Bovespa,Ação,ativo,CTCA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563915,587100,617623,685066,689516,872985
Cury S/A,ON,Bovespa,Ação,ativo,CURY3,NA,NA,NA,NA,8.913720806,6.404712747,12.459360192,NA,NA,NA,3035500.9152,2042995.416,3669935.0861,212154,212883,213615,489464,591098,751737
Cvc Brasil,ON,Bovespa,Ação,ativo,CVCB3,20.795319893,43.052693326000004,54.783934931,39.619455435,19.784598957,13.42,4.49,6871905.442,8868451.7625,6523041.7134,3554292.4641,3018511.5767,1244803.0337,794251,1087939,770701,45560,375292,316480
Cyrela Realt,ON,Bovespa,Ação,ativo,CYRE3,7.6212180268,9.880780731,12.511985517,25.749115911,27.154918377,15.183066975,13.07,5059399.76,5944022.63,11413637.63,11335177.92,6067473.12,4910804.17,5924591,5148548,4762376,5504733,6198052,7121744
D1000vfarma,ON,Bovespa,Ação,ativo,DMVF3,NA,NA,NA,NA,12.78,4.21,4.09,NA,NA,NA,646693.56,213034.42,206966.27,257269,491570,466049,836159,838138,849493
Dasa,ON,Bovespa,Ação,ativo,DASA3,16.680005861,26.02977656,25.682865565,56.060020446,71.121533587,33.506349487,13.73,8533894.2847,8241170.3266,17991776.387,34845705.885,18908544.28,7367993.1129,3335463,3336637,3272228,3536231,7542288,7078622
Desktopsigma,ON,Bovespa,Ação,ativo,DESK3,NA,NA,NA,NA,NA,18.096153004,8,NA,NA,NA,NA,1595433.7568,698136,NA,NA,NA,114387,881335,933576
Dexco,ON,Bovespa,Ação,ativo,DXCO3,4.3410203577,5.9390566122,8.1768442164,11.844355654,13.790893695,12.995359925,6.78,6341615.2,8156418.27,11532335.76,13217337.54,11286931.04,5477704.38,4715365,4633703,4930863,5186852,5733581,5872342
Dexxos Par,ON,Bovespa,Ação,ativo,DEXP3,1.4198934723,0.98625522767,0.56771580772,2.4494950628,6.8349073025,9.9016383776,6.89,102349.40177,58915.1486,248788.8291,695877.0208,966454.72824,641613.47698,155967,161223,177846,257422,437742,570700
Dexxos Par,PN,Bovespa,Ação,ativo,DEXP4,NA,NA,NA,NA,7.8029454489,8.4938229913,6.22,102349.40177,58915.1486,248788.8291,695877.0208,966454.72824,641613.47698,155967,161223,177846,257422,437742,570700
Dimed,ON,Bovespa,Ação,ativo,PNVL3,20.736047949,12.434269245,9.8280696257,18.873466545,20.979787836,13.051863761,10.14,1787206.3109,1359466.2951,2592952.73,3251525.5693,1979995.6757,1506135.3583,426747,463912,524176,1010640,1046195,1108162
Direcional,ON,Bovespa,Ação,ativo,DIRR3,3.1451832921,3.8969924562,5.6840536887,12.313677662,11.370129597,11.601829896,15.64,827372.1801,1102455.3,2218875.15,1920377.8617,1896286.3457,2330128.4029,1454964,1282691,1256927,1226312,1299877,1329811
Dmfinanceira,ON,Bovespa,Ação,ativo,DMFN3,NA,NA,NA,NA,NA,NA,13.05,NA,NA,NA,NA,NA,11888.55,16147,13932,13094,11051,9893,13926
Dohler,ON,Bovespa,Ação,ativo,DOHL3,5.8613200194,NA,NA,7.7235525018,19.725459972,18.88,NA,350994.1224,472026.5784,564332.12748,1201385.1899,1162588.6939,326031.17835,533809,570812,594565,655505,704766,708248
Dohler,PN,Bovespa,Ação,ativo,DOHL4,2.8509074963,3.9458927284,5.4969923732,5.3489964247,5.005884852,5.8908461538,4.31,350994.1224,472026.5784,564332.12748,1201385.1899,1162588.6939,326031.17835,533809,570812,594565,655505,704766,708248
Dotz SA,ON,Bovespa,Ação,ativo,DOTZ3,NA,NA,NA,NA,NA,2.68,1.29,NA,NA,NA,NA,353943.18336,170368.17408,NA,NA,-299917,-367716,-77777,-169431
Dtcom Direct,ON,Bovespa,Ação,ativo,DTCY3,3.1940569309,3.0166093236,2.1293712872,4.5249139854,7.38,7.55,5,26483.9974,18694.5864,39725.9961,57485.85318,84040.03905,55655.655,177,6433,4661,5050,232,-40
Dtcom Direct,PN,Bovespa,Ação,ativo,DTCY4,NA,NA,NA,NA,NA,NA,NA,26483.9974,18694.5864,39725.9961,57485.85318,84040.03905,55655.655,177,6433,4661,5050,232,-40
Ecorodovias,ON,Bovespa,Ação,ativo,ECOR3,7.3210209285,11.386285539,9.3622080458,16.269082212,13.344639826,7.3061154473,4.45,6844531.8,5219622.94,9070835.9,7460272.82,5091945.72,3095513.45,658623,640319,455351,56181,2120309,2303694
Elektro,ON,Bovespa,Ação,ativo,EKTR3,NA,NA,NA,17.510116911,16.402231468,26.25874866,30.866536537000002,4417711.242,3758929.741,4944860.21,4873057.13,6060296.98,6517047.69,2030301,2293827,2666751,2982000,3234000,2865000
Elektro,PN,Bovespa,Ação,ativo,EKTR4,11.034494381,13.674196686,11.635062092,16.455392671,17.339370067,21.189075813,33.594340912,4417711.242,3758929.741,4944860.21,4873057.13,6060296.98,6517047.69,2030301,2293827,2666751,2982000,3234000,2865000
Eletrobras,ON,Bovespa,Ação,ativo,ELET3,19.459778826,16.499435445,20.671216175,33.088224231,33.464404355,32.795576722,42.12,27051811.421,33820949.214,51246978.273,57626440.547,52310576.016,97238415.839,42339377,55542906,70906801,73478307,76121204,110504796
Eletrobras,PNA,Bovespa,Ação,ativo,ELET5,NA,NA,24.965067811,36.750578599,42.524239102,62.447652723,NA,27051811.421,33820949.214,51246978.273,57626440.547,52310576.016,97238415.839,42339377,55542906,70906801,73478307,76121204,110504796
Eletrobras,PNB,Bovespa,Ação,ativo,ELET6,19.586084879,18.546182496,23.015240569,32.530132503,32.922606824,31.758189514,43.23,27051811.421,33820949.214,51246978.273,57626440.547,52310576.016,97238415.839,42339377,55542906,70906801,73478307,76121204,110504796
Eletromidia,ON,Bovespa,Ação,ativo,ELMD3,NA,NA,NA,NA,NA,10,10.23,NA,NA,NA,NA,1391447.48,1419450.709,47500,56610,65892,91917,767511,793395
Eletropar,ON,Bovespa,Ação,ativo,LIPR3,43.089676014,42.502050679,51.11633221,71.179645193,74.776488966,71.896989956,70,622903.8,658784,884652.8,929356,868418.48,823542.23,201037,187432,176409,203682,212695,220020
Emae,ON,Bovespa,Ação,ativo,EMAE3,NA,NA,NA,NA,NA,NA,NA,336217.7,675021.69,1364452.71,2786173.27,2807602.53,2512026.53,819875,868855,990225,718513,737734,1124182
Emae,PN,Bovespa,Ação,ativo,EMAE4,5.8103676081,6.4672307954,14.583925912,30.129120532,63.647708538,71.576894676,65.841900346,336217.7,675021.69,1364452.71,2786173.27,2807602.53,2512026.53,819875,868855,990225,718513,737734,1124182
Embpar S/A,ON,Bovespa,Ação,ativo,EPAR3,9.2420948731,3.3167556771,2.8595812459,5.4860931739,10.174372144,11.761036346,9.75,56503.8,48995.21,90945.56844,168661,194963.2,144885,10771,418,10087,25984,90069,114866
Embraer,ON,Bovespa,Ação,ativo,EMBR3,15.624774872,19.883736026,21.68,19.73,8.85,24.82,14.31,14660820,15951862.16,14522858.4,6515131.05,18233591.06,10512598.23,13459297,14901260,14178975,14687511,14887131,13396690
Enauta Part,ON,Bovespa,Ação,ativo,ENAT3,3.2151553572,6.6503056832,6.639116228,12.924872459,10.81870083,12.308722799,13.5,2782885.4703,2444770.465,4195639.92,3111127.203,3502077.2742,3556305.864,3110110,3199587,2895536,2755480,4165912,4109821
Energias BR,ON,Bovespa,Ação,ativo,ENBR3,9.4415744523,9.9529617961,10.879016357,17.203624872,15.759421491,17.687430888,19.384220169,8476720,8494714.5452,13130212.619,11764651.5,12076726.2,11766703.41,7881837,8523707,9229047,10121080,11151397,10725911
Energisa,ON,Bovespa,Ação,ativo,ENGI3,3.3060058902,8.4699006346,7.2413786518,12.358199836,15.57969568,12.816388099,13.848566308,11540757.48,13872268.452,21041102.351,21857284.647,17616306.508,20444043.497,3843453,5388141,5698258,6648737,8434440,11019892
Energisa,PN,Bovespa,Ação,ativo,ENGI4,2.8505377468,3.5204587022,5.9712871231,8.538344899,7.2414468587,6.8494035398,7.2646189736,11540757.48,13872268.452,21041102.351,21857284.647,17616306.508,20444043.497,3843453,5388141,5698258,6648737,8434440,11019892
Energisa,UNT N2,Bovespa,Ação,ativo,ENGI11,14.808294545,22.287414297,31.152091889,46.091155269,45.630881814,40.216872378,43.253849689,11540757.48,13872268.452,21041102.351,21857284.647,17616306.508,20444043.497,3843453,5388141,5698258,6648737,8434440,11019892
Energisa Mt,ON,Bovespa,Ação,ativo,ENMT3,9.2822853916,NA,16.482381354,27.007657536,25.339382851,75.915703118,79.805564463,3832391.628,4256043.7519,6922557.5935,6990941.6876,17671195.706,17921516.493,1798848,1745952,2218571,2780663,2877345,3099193
Energisa Mt,PN,Bovespa,Ação,ativo,ENMT4,NA,NA,15.96086079,27.59904094,28.430417056,75.613119007,80.335333827,3832391.628,4256043.7519,6922557.5935,6990941.6876,17671195.706,17921516.493,1798848,1745952,2218571,2780663,2877345,3099193
Eneva,ON,Bovespa,Ação,ativo,ENEV3,2.975,3.475,4.0225,10.9225,15.525,14.15,11.93,4378361,5068189.1,13783452.27,19613415.6,17832084.7,18870575.75,5390443,6298038,6902434,7934163,9000054,13678298
Engie Brasil,ON,Bovespa,Ação,ativo,EGIE3,19.065951401,20.898817373,27.223502066000002,43.390736756,38.994023859,35.704241493,37.88,23178875.238,26941933.975,41449129.192,35851864.896,31339784.493,30907342.791,6830594,6316186,6995154,7739529,7929008,8436522
Enjoei,ON,Bovespa,Ação,ativo,ENJU3,NA,NA,NA,NA,12.75,2.85,0.97,NA,NA,NA,2492217,563889.6,194235.71,9996,35702,14945,497143,424561,380850
Eqtl Maranhao,ON,Bovespa,Ação,ativo,EQMA3B,15.823156059,16.84636197,22.657893887,38.434918738,41.047903352,39.197127469,25,4104597.475,5253884.768,7880827.152,7880827.152,6789004.2236,4104597.475,2447799,2852515,2794244,2997243,3063846,3450251
Eqtl Maranhao,PNA,Bovespa,Ação,ativo,EQMA5B,NA,NA,NA,NA,NA,NA,NA,4104597.475,5253884.768,7880827.152,7880827.152,6789004.2236,4104597.475,2447799,2852515,2794244,2997243,3063846,3450251
Eqtl Maranhao,PNB,Bovespa,Ação,ativo,EQMA6B,NA,NA,NA,NA,NA,NA,NA,4104597.475,5253884.768,7880827.152,7880827.152,6789004.2236,4104597.475,2447799,2852515,2794244,2997243,3063846,3450251
Eqtl Para,ON,Bovespa,Ação,ativo,EQPA3,1.5448492791,1.2343321124,1.6484973406,2.4953838051,2.6632546079,4.4929139526,6.36,3977537.191,5153510.4026,7484842.931,7296678.2754,11338314.722,14056088.051,2582714,3006081,3301874,3373178,3359915,2890074
Eqtl Para,PNA,Bovespa,Ação,ativo,EQPA5,1.8093099877,1.8077714588,3.6169483046,5.1942570407,4.4269290667,6.2067499276,8.56,3977537.191,5153510.4026,7484842.931,7296678.2754,11338314.722,14056088.051,2582714,3006081,3301874,3373178,3359915,2890074
Eqtl Para,PNB,Bovespa,Ação,ativo,EQPA6,NA,NA,NA,8.5849898592,NA,NA,NA,3977537.191,5153510.4026,7484842.931,7296678.2754,11338314.722,14056088.051,2582714,3006081,3301874,3373178,3359915,2890074
Eqtl Para,PNC,Bovespa,Ação,ativo,EQPA7,NA,1.3563454687,2.7824458473,5.5328870761,4.4743400667,5.9863425523,7.7,3977537.191,5153510.4026,7484842.931,7296678.2754,11338314.722,14056088.051,2582714,3006081,3301874,3373178,3359915,2890074
Equatorial,ON,Bovespa,Ação,ativo,EQTL3,9.7814409569,11.924645396,13.779095201,21.305109168,21.933877355,22.045631825,27.02,13047508.608,14820270.099,23022140.877,23371707.529,22195547.056,29723742.385,4786085,5596032,8110877,10462390,12756361,16614353
Espacolaser,ON,Bovespa,Ação,ativo,ESPA3,NA,NA,NA,NA,NA,8.0887711814,1.33,NA,NA,NA,NA,2032039.9091,480692.67778,164824,190935,199665,334202,716347,880957
Estapar,ON,Bovespa,Ação,ativo,ALPK3,NA,NA,NA,NA,9.3,4.2,1.56,NA,NA,NA,1802071.2858,878773.2492,334273.09188,48114,598263,569136,678193,555368,414747
Estrela,ON,Bovespa,Ação,ativo,ESTR3,NA,NA,20,NA,NA,NA,NA,8968.8,12117.5,28441.6,21856.4,NA,32311.92,-435998,-437551,-478535,-494234,-498547,-507524
Estrela,PN,Bovespa,Ação,ativo,ESTR4,12.6,11.1,12.5,35.2,27.05,NA,39.99,8968.8,12117.5,28441.6,21856.4,NA,32311.92,-435998,-437551,-478535,-494234,-498547,-507524
Eternit,ON,Bovespa,Ação,ativo,ETER3,6.3265713902,4.4094285447,2.2366666531,3.4135323165,10.81008443,19.427099036,10.69,164625.72,83504.4,135314.64,653574.9,1294636.32,660289.23,170502,12227,-2822,214900,563245,676188
Eucatex,ON,Bovespa,Ação,ativo,EUCA3,NA,6.2810355334,NA,58.040889042,21.072748447,11.189972517,11.246439998,459040.52,397192.36,2502839.6,1159042.8,908494.97,889652.55,1237334,1262965,1326735,1481292,1888092,2012889
Eucatex,PN,Bovespa,Ação,ativo,EUCA4,2.2632306236,3.2320783475,3.5774433957,6.960573644,5.9709981139,7.9871530188,7.678908748,459040.52,397192.36,2502839.6,1159042.8,908494.97,889652.55,1237334,1262965,1326735,1481292,1888092,2012889
Eurofarma SA,ON,Bovespa,Ação,ativo,EUFA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2705012,3318236,3871904
Even,ON,Bovespa,Ação,ativo,EVEN3,3.236313794,5.0206597778,5.2480764228,13.610011523,10.740497761,6.4065907635,4.58,1262700.9046,1283253.198,3266198.682,2489674.8819,1345452.1805,946460.77392,1757466,1577769,1668615,1745958,1820806,1912824
Excelsior,ON,Bovespa,Ação,ativo,BAUH3,NA,NA,NA,NA,NA,NA,NA,57442,98956.9,407316,504862.96,458961.58,438073.58,41483,49147,71747,91838,98830,91408
Excelsior,PN,Bovespa,Ação,ativo,BAUH4,8.0584583281,10.288529652,18.277668951,76.625196156,95.885455464,87.89,83.89,57442,98956.9,407316,504862.96,458961.58,438073.58,41483,49147,71747,91838,98830,91408
Eztec,ON,Bovespa,Ação,ativo,EZTC3,9.8427113585,16.17755013,19.180135935,48.480789991,40.42969616,19.524797941,13.392138065,3572288.6019,4128344.6107,11781300,9738300,4539165.9064,2929428.1913,2535342,2609717,3762039,4071013,4283453,4469647
