nome,classe,bolsa_fonte,tipo_de_ativo,ativo_cancelado,codigo,fechamento_31dez16,fechamento_31dez17,fechamento_31dez18,fechamento_31dez19,fechamento_31dez20,fechamento_31dez21,fechamento_31dez22,valor_mercado_da_empresa_31dez17,valor_mercado_da_empresa_31dez18,valor_mercado_da_empresa_31dez19,valor_mercado_da_empresa_31dez20,valor_mercado_da_empresa_31dez21,valor_mercado_da_empresa_31dez22,patrim_liq_dez_2017,patrim_liq_dez_2018,patrim_liq_dez_2019,patrim_liq_dez_2020,patrim_liq_dez_2021,patrim_liq_dez_2022
Vale,ON,Bovespa,Ação,ativo,VALE3,16.772703011,27.463034887,36.198594357,38.833539832,66.378125678,69.604680942,86.9700507,209248612.8,261439209.61,273337484.54,448610718,377296542.26,398455973.71,143757534,170402626,161480300,185784979,192403000,187112000
Valid,ON,Bovespa,Ação,ativo,VLID3,18.241200374,15.403628568,15.867557812,15.671609447,8.666455401,8.0629616122,8.9292391331,1307311.02,1267290,1193778.9,650773.95,685532.0494,733587.17338,979001,1071908,1098865,1062878,1258804,1235367
Vamos,ON,Bovespa,Ação,ativo,VAMO3,NA,NA,NA,NA,NA,11.728427443,12.64,NA,NA,NA,NA,11608475.88,12860353.701,694.165,581483,490754,506238,2640186,3638888
Veste,ON,Bovespa,Ação,ativo,VSTE3,162.40491547,238.61481703,209.63099431,135.15589108,39.354215343,10.812471286,16.72,1677032.5,1382906.8,1170467,340812.45,93637.36,1773557.28,2146495,2225873,2282314,276828,-527724,935229
Via,ON,Bovespa,Ação,ativo,VIIA3,3.582270673,7.9182861994,4.39,11.17,16.16,5.25,2.4,10544103.1,5679356.17,14510422.01,25808198.72,8379693,3792806.4,2959000,2523000,578000,5979000,5637000,5284000
Vibra,ON,Bovespa,Ação,ativo,VBBR3,NA,11.982931353,19.20610859,25.141805354,19.287847082,20.369076538,15.55,19921500,29940500,35031550,25781450,24130854,17336757.2,8826000,9686000,8766000,12207000,12308000,12613000
Vittia,ON,Bovespa,Ação,ativo,VITT3,NA,NA,NA,NA,NA,13.997959495,13,NA,NA,NA,NA,2062768.1229,1850161.43,136728,169090,213420,286220,480364,577565
Vivara S.A.,ON,Bovespa,Ação,ativo,VIVA3,NA,NA,NA,28.567317988,29.009246203,25.386194304,22.43,NA,NA,6878079.0333,6958386.2747,6008871.2434,5284287.2215,NA,NA,1089724.336,1171475.813,1392731.364,1657953.267
Viveo,ON,Bovespa,Ação,ativo,VVEO3,NA,NA,NA,NA,NA,18.346862887,16.13,NA,NA,NA,NA,5399147.8032,4570431.6288,NA,354596,381853,1201028,2151017,2280442
Viver,ON,Bovespa,Ação,ativo,VIVR3,10.222479412,11.795168552,3.4964353061,1.9044413582,1.1300421676,1.25,0.5,7741.8,209335.65,119224.32,124197.12,178628.75,96198.5,-65964,46112,-134155,-227288,-201051,-181613
Vulcabras,ON,Bovespa,Ação,ativo,VULC3,2.2307835063,8.4583874614,6.5994012061,8.5513367741,7.4266500897,8.8266861748,12.390789095,2236379.6,1744867.6,2260955.2,1963590.44,2246209.84,3060894.72,784318,941162,1087138,1125078,1356221,1711488
Wdc Networks,ON,Bovespa,Ação,ativo,LVTC3,NA,NA,NA,NA,NA,16.77593698,5.8761747649,NA,NA,NA,NA,1101312.48,375357.92,NA,59031,74211,129959,629470,647794
Weg,ON,Bovespa,Ação,ativo,WEGE3,5.4138520176,8.58237837,8.2614663596,16.580933318,36.524854402,32.173948964,38.238910738,38890468.056,36784269.119,72700765.202,158882831.46,138384464.22,161588553.29,6720926,7714274,8717247,11563165,13604971,14834795
Westwing,ON,Bovespa,Ação,ativo,WEST3,NA,NA,NA,NA,NA,3.5,1.19,NA,NA,NA,NA,385441.14,131293.0451,-9.903,-7.071,-8.545,4348,380317,308614
Wetzel S/A,ON,Bovespa,Ação,ativo,MWET3,NA,NA,NA,7,58.18,22.5,NA,5494.86,6091.68,11214,41193.72,38868.76,20559.42,-136980,-169250,-208359,-183457,-48110,-8204
Wetzel S/A,PN,Bovespa,Ação,ativo,MWET4,1.52,2.67,2.96,6.2,6.5,17.08,9.99,5494.86,6091.68,11214,41193.72,38868.76,20559.42,-136980,-169250,-208359,-183457,-48110,-8204
Whirlpool,ON,Bovespa,Ação,ativo,WHRL3,1.8440861342,3.2115612403,3.0579719872,7.6813406047,6.5123282928,6.4748986891,4.78,7149143.8,6841247.8,15115499.72,11398624.92,10695263.71,7287615.78,2238579,2189909,3018609,1926797,2106990,2176471
Whirlpool,PN,Bovespa,Ação,ativo,WHRL4,1.9260968729,3.4103283236,3.5981522567,7.8784827332,7.2881277179,7.7075666075000004,5,7149143.8,6841247.8,15115499.72,11398624.92,10695263.71,7287615.78,2238579,2189909,3018609,1926797,2106990,2176471
Wilson Sons,ON,Bovespa,Ação,ativo,PORT3,3.8860788846,4.8536388251,5.1032858593,6.0447195419,6.6655544137,8.7040612687,10.81,2848800,2849760,3191780.19,3243901.92,4056842.5728,4756060.566,1809873,1997813,2002803,2234264,2351486,2345826
Wiz Co,ON,Bovespa,Ação,ativo,WIZC3,8.5520262865,7.7279106691,4.8499262129,11.175731484,6.9636938581,7.4094017908,7.01,1874113.345,1120950.0468,2257890.8218,1285654.5473,1272861.9647,1120950.0468,161937,168973,187057,284421,313684,378396
Wlm Ind Com,ON,Bovespa,Ação,ativo,WLMM3,4.046066036,6.5088888405,4.3978978652,11.759972201,20.464140745,32.439321437,21.23957665,226805.1405,183462.3915,478417.0171,993604.205,1353984.528,806925.9795,374748,388135,420122,461754,541979,622011
Wlm Ind Com,PN,Bovespa,Ação,ativo,WLMM4,2.278948343,4.6017226157,4.4439492689,12.100510175,29.577870596,37.906061431,22.385529397,226805.1405,183462.3915,478417.0171,993604.205,1353984.528,806925.9795,374748,388135,420122,461754,541979,622011
Ybyra S/A,ON,Bovespa,Ação,ativo,YBRA3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.648,17.683,81.32,134.172,-298.328,-66.608
Yduqs Part,ON,Bovespa,Ação,ativo,YDUQ3,13.646971686,28.840200846,22.365938029,45.544389655,32.159669735,20.405690098,10.17,10155623.88,7130684.88,14281397.5,9918170.52,6211443.28,2951252.64,2777257,2591409,3102352,3204969,3241584,2946247
Zamp S.A.,ON,Bovespa,Ação,ativo,ZAMP3,NA,17.329557889,20.530431953,17.717776617,10.9,5.98,5.45,3889867.9575,4601833.9783,4033974.9038,2988046.7352,1639313.7134,1452391.8858,1617194,1716960,1786629,1838459,1572720,1485188
